seed,family,u_in,h0,inlet,outlet,cfl_init,n_iter,converged,r0_ratio
2184,blobs,0.20483851468404973,0.0025402217053047595,east,south,2.0,18,True,1.0
2184,blobs,0.20483851468404973,0.0025402217053047595,east,south,4.0,19,True,1.0
2194,uniform,0.33410810105560906,0.0022303379272474244,east,south,1.0,15,True,1.0
2194,uniform,0.33410810105560906,0.0022303379272474244,east,south,2.0,12,True,1.0
2182,grf,0.7755925597276274,0.0016969968154342662,south,east,4.0,120,False,1.0
2182,grf,0.7755925597276274,0.0016969968154342662,south,east,8.0,56,True,1.0
2194,uniform,0.33410810105560906,0.0022303379272474244,east,south,16.0,8,True,1.0
2196,uniform,0.4853515490049712,0.001606338530735512,south,west,1.0,11,True,1.0
2194,uniform,0.33410810105560906,0.0022303379272474244,east,south,4.0,10,True,1.0
2194,uniform,0.33410810105560906,0.0022303379272474244,east,south,8.0,9,True,1.0
2196,uniform,0.4853515490049712,0.001606338530735512,south,west,2.0,10,True,1.0
2196,uniform,0.4853515490049712,0.001606338530735512,south,west,4.0,8,True,1.0
2197,grf,0.19666870326751695,0.001585206110865354,north,south,1.0,10,True,1.0
2197,grf,0.19666870326751695,0.001585206110865354,north,south,2.0,8,True,1.0
2197,grf,0.19666870326751695,0.001585206110865354,north,south,4.0,7,True,1.0
2197,grf,0.19666870326751695,0.001585206110865354,north,south,8.0,6,True,1.0
2196,uniform,0.4853515490049712,0.001606338530735512,south,west,8.0,8,True,1.0
2196,uniform,0.4853515490049712,0.001606338530735512,south,west,16.0,37,True,1.0
2197,grf,0.19666870326751695,0.001585206110865354,north,south,16.0,6,True,1.0
2195,uniform,1.0205191846053256,0.0023423747389902726,north,west,1.0,28,True,1.0
2184,blobs,0.20483851468404973,0.0025402217053047595,east,south,8.0,12,True,1.0
2184,blobs,0.20483851468404973,0.0025402217053047595,east,south,16.0,120,False,1.0
2198,uniform,1.3609128860207182,0.0005697884808453441,south,east,1.0,9,True,1.0
2198,uniform,1.3609128860207182,0.0005697884808453441,south,east,2.0,8,True,1.0
2198,uniform,1.3609128860207182,0.0005697884808453441,south,east,4.0,13,True,1.0
2198,uniform,1.3609128860207182,0.0005697884808453441,south,east,8.0,8,True,1.0
2198,uniform,1.3609128860207182,0.0005697884808453441,south,east,16.0,16,True,1.0
2199,pins,0.5060680305785271,0.0005683233915531217,south,south,1.0,8,True,1.0
2199,pins,0.5060680305785271,0.0005683233915531217,south,south,2.0,7,True,1.0
2199,pins,0.5060680305785271,0.0005683233915531217,south,south,4.0,6,True,1.0
2199,pins,0.5060680305785271,0.0005683233915531217,south,south,8.0,6,True,1.0
2199,pins,0.5060680305785271,0.0005683233915531217,south,south,16.0,6,True,1.0
2195,uniform,1.0205191846053256,0.0023423747389902726,north,west,2.0,32,True,1.0
2195,uniform,1.0205191846053256,0.0023423747389902726,north,west,4.0,80,True,1.0
2200,uniform,0.2293562041748694,0.00048694399325724174,north,north,4.0,6,True,1.0
2200,uniform,0.2293562041748694,0.00048694399325724174,north,north,8.0,5,True,1.0
2200,uniform,0.2293562041748694,0.00048694399325724174,north,north,1.0,7,True,1.0
2200,uniform,0.2293562041748694,0.00048694399325724174,north,north,2.0,7,True,1.0
2200,uniform,0.2293562041748694,0.00048694399325724174,north,north,16.0,4,True,1.0
2201,pins,0.8656686654098804,0.0004159838112581525,north,south,1.0,8,True,1.0
2201,pins,0.8656686654098804,0.0004159838112581525,north,south,2.0,7,True,1.0
2201,pins,0.8656686654098804,0.0004159838112581525,north,south,4.0,6,True,1.0
2201,pins,0.8656686654098804,0.0004159838112581525,north,south,8.0,6,True,1.0
2201,pins,0.8656686654098804,0.0004159838112581525,north,south,16.0,6,True,1.0
2203,sin2d,0.2694218613376036,0.0009089888386969206,east,south,1.0,8,True,1.0
2203,sin2d,0.2694218613376036,0.0009089888386969206,east,south,2.0,7,True,1.0
2203,sin2d,0.2694218613376036,0.0009089888386969206,east,south,4.0,6,True,1.0
2203,sin2d,0.2694218613376036,0.0009089888386969206,east,south,8.0,5,True,1.0
2195,uniform,1.0205191846053256,0.0023423747389902726,north,west,8.0,120,False,1.0
2195,uniform,1.0205191846053256,0.0023423747389902726,north,west,16.0,23,True,1.0
2203,sin2d,0.2694218613376036,0.0009089888386969206,east,south,16.0,6,True,1.0
2202,grf,0.22939719648794862,0.0016567577656227375,north,south,1.0,27,True,1.0
2202,grf,0.22939719648794862,0.0016567577656227375,north,south,2.0,28,True,1.0
2202,grf,0.22939719648794862,0.0016567577656227375,north,south,4.0,17,True,1.0
2205,blobs,0.43369029626794064,0.0015203957134219963,east,west,1.0,13,True,1.0
2205,blobs,0.43369029626794064,0.0015203957134219963,east,west,2.0,10,True,1.0
2205,blobs,0.43369029626794064,0.0015203957134219963,east,west,4.0,8,True,1.0
2205,blobs,0.43369029626794064,0.0015203957134219963,east,west,8.0,8,True,1.0
2202,grf,0.22939719648794862,0.0016567577656227375,north,south,8.0,19,True,1.0
2202,grf,0.22939719648794862,0.0016567577656227375,north,south,16.0,12,False,1.0
2180,pins,1.3499986194492117,0.0008813765265239079,west,south,8.0,9,True,1.0
2180,pins,1.3499986194492117,0.0008813765265239079,west,south,16.0,120,False,1.0
2205,blobs,0.43369029626794064,0.0015203957134219963,east,west,16.0,6,True,1.0
2204,uturn,0.19698755624077247,0.002475703570667919,west,west,1.0,29,True,1.0
2207,serpentine,0.43301645730282384,0.0013217654279692392,north,west,4.0,8,True,1.0
2207,serpentine,0.43301645730282384,0.0013217654279692392,north,west,8.0,7,True,1.0
2207,serpentine,0.43301645730282384,0.0013217654279692392,north,west,1.0,10,True,1.0
2207,serpentine,0.43301645730282384,0.0013217654279692392,north,west,2.0,8,True,1.0
2204,uturn,0.19698755624077247,0.002475703570667919,west,west,2.0,39,True,1.0
2204,uturn,0.19698755624077247,0.002475703570667919,west,west,4.0,34,True,1.0
2204,uturn,0.19698755624077247,0.002475703570667919,west,west,8.0,47,True,1.0
2204,uturn,0.19698755624077247,0.002475703570667919,west,west,16.0,49,True,1.0
2209,serpentine,0.11730982451866372,0.0003623290608913944,east,west,1.0,6,True,1.0
2209,serpentine,0.11730982451866372,0.0003623290608913944,east,west,2.0,5,True,1.0
2209,serpentine,0.11730982451866372,0.0003623290608913944,east,west,4.0,5,True,1.0
2209,serpentine,0.11730982451866372,0.0003623290608913944,east,west,8.0,4,True,1.0
2209,serpentine,0.11730982451866372,0.0003623290608913944,east,west,16.0,4,True,1.0
2208,sin2d,0.2034153865703865,0.0009130359431756391,south,east,1.0,9,True,1.0
2208,sin2d,0.2034153865703865,0.0009130359431756391,south,east,2.0,8,True,1.0
2208,sin2d,0.2034153865703865,0.0009130359431756391,south,east,4.0,7,True,1.0
2208,sin2d,0.2034153865703865,0.0009130359431756391,south,east,8.0,6,True,1.0
2208,sin2d,0.2034153865703865,0.0009130359431756391,south,east,16.0,5,True,1.0
2210,pins,0.31047034222631675,0.0004951855796746439,south,north,1.0,7,True,1.0
2210,pins,0.31047034222631675,0.0004951855796746439,south,north,2.0,6,True,1.0
2210,pins,0.31047034222631675,0.0004951855796746439,south,north,4.0,6,True,1.0
2210,pins,0.31047034222631675,0.0004951855796746439,south,north,8.0,5,True,1.0
2207,serpentine,0.43301645730282384,0.0013217654279692392,north,west,16.0,8,True,1.0
2193,grf,0.42917985279322113,0.0029337276377701736,north,east,1.0,100,True,1.0
2210,pins,0.31047034222631675,0.0004951855796746439,south,north,16.0,5,True,1.0
2211,uniform,0.5057095002632425,0.00034573156242999385,south,west,1.0,7,True,1.0
2211,uniform,0.5057095002632425,0.00034573156242999385,south,west,2.0,7,True,1.0
2211,uniform,0.5057095002632425,0.00034573156242999385,south,west,4.0,6,True,1.0
2211,uniform,0.5057095002632425,0.00034573156242999385,south,west,8.0,5,True,1.0
2211,uniform,0.5057095002632425,0.00034573156242999385,south,west,16.0,4,True,1.0
2212,uniform,0.40448296561209895,0.0003135506081625366,south,east,1.0,6,True,1.0
2212,uniform,0.40448296561209895,0.0003135506081625366,south,east,2.0,5,True,1.0
2212,uniform,0.40448296561209895,0.0003135506081625366,south,east,4.0,5,True,1.0
2212,uniform,0.40448296561209895,0.0003135506081625366,south,east,8.0,4,True,1.0
2212,uniform,0.40448296561209895,0.0003135506081625366,south,east,16.0,4,True,1.0
2213,blobs,0.7032214971374947,0.0003122033537886528,south,east,1.0,7,True,1.0
2213,blobs,0.7032214971374947,0.0003122033537886528,south,east,2.0,6,True,1.0
2213,blobs,0.7032214971374947,0.0003122033537886528,south,east,4.0,5,True,1.0
2213,blobs,0.7032214971374947,0.0003122033537886528,south,east,8.0,5,True,1.0
2213,blobs,0.7032214971374947,0.0003122033537886528,south,east,16.0,4,True,1.0
2214,quad,0.16043445273041188,0.00037353661048506777,east,north,4.0,5,True,1.0
2214,quad,0.16043445273041188,0.00037353661048506777,east,north,8.0,5,True,1.0
2214,quad,0.16043445273041188,0.00037353661048506777,east,north,1.0,7,True,1.0
2214,quad,0.16043445273041188,0.00037353661048506777,east,north,2.0,6,True,1.0
2214,quad,0.16043445273041188,0.00037353661048506777,east,north,16.0,4,True,1.0
2215,quad,0.13401123140287943,0.00224801947002732,south,north,1.0,10,True,1.0
2215,quad,0.13401123140287943,0.00224801947002732,south,north,2.0,8,True,1.0
2215,quad,0.13401123140287943,0.00224801947002732,south,north,4.0,7,True,1.0
2215,quad,0.13401123140287943,0.00224801947002732,south,north,8.0,6,True,1.0
2215,quad,0.13401123140287943,0.00224801947002732,south,north,16.0,5,True,1.0
2217,quad,1.9966227683847682,0.0011358658250855951,east,south,4.0,11,True,1.0
2217,quad,1.9966227683847682,0.0011358658250855951,east,south,8.0,9,True,1.0
2217,quad,1.9966227683847682,0.0011358658250855951,east,south,1.0,16,True,1.0
2217,quad,1.9966227683847682,0.0011358658250855951,east,south,2.0,14,True,1.0
2218,pins,0.29316996528408507,0.0003169225979591988,west,south,2.0,6,True,1.0
2218,pins,0.29316996528408507,0.0003169225979591988,west,south,4.0,5,True,1.0
2218,pins,0.29316996528408507,0.0003169225979591988,west,south,8.0,4,True,1.0
2218,pins,0.29316996528408507,0.0003169225979591988,west,south,16.0,4,True,1.0
2193,grf,0.42917985279322113,0.0029337276377701736,north,east,2.0,54,True,1.0
2193,grf,0.42917985279322113,0.0029337276377701736,north,east,4.0,71,True,1.0
2217,quad,1.9966227683847682,0.0011358658250855951,east,south,16.0,120,False,1.0
2218,pins,0.29316996528408507,0.0003169225979591988,west,south,1.0,6,True,1.0
2193,grf,0.42917985279322113,0.0029337276377701736,north,east,8.0,120,False,1.0
2193,grf,0.42917985279322113,0.0029337276377701736,north,east,16.0,120,False,1.0
2219,serpentine,0.3634163001169902,0.0009370316832131092,north,east,2.0,7,True,1.0
2219,serpentine,0.3634163001169902,0.0009370316832131092,north,east,4.0,7,True,1.0
2219,serpentine,0.3634163001169902,0.0009370316832131092,north,east,8.0,9,True,1.0
2219,serpentine,0.3634163001169902,0.0009370316832131092,north,east,16.0,8,True,1.0
2220,uturn,0.7511597793269353,0.00034662775587388276,west,west,1.0,8,True,1.0
2220,uturn,0.7511597793269353,0.00034662775587388276,west,west,2.0,7,True,1.0
2220,uturn,0.7511597793269353,0.00034662775587388276,west,west,4.0,6,True,1.0
2220,uturn,0.7511597793269353,0.00034662775587388276,west,west,8.0,5,True,1.0
2206,pins,0.9800523558621378,0.0021884550176820548,north,north,16.0,120,False,1.0
2219,serpentine,0.3634163001169902,0.0009370316832131092,north,east,1.0,8,True,1.0
2220,uturn,0.7511597793269353,0.00034662775587388276,west,west,16.0,5,True,1.0
2222,pins,0.15667030525591716,0.0005648506550583144,east,east,1.0,7,True,1.0
2222,pins,0.15667030525591716,0.0005648506550583144,east,east,2.0,6,True,1.0
2222,pins,0.15667030525591716,0.0005648506550583144,east,east,4.0,6,True,1.0
2222,pins,0.15667030525591716,0.0005648506550583144,east,east,8.0,5,True,1.0
2222,pins,0.15667030525591716,0.0005648506550583144,east,east,16.0,4,True,1.0
2221,pins,1.9258006267836276,0.0003003522487584094,north,west,1.0,8,True,1.0
2221,pins,1.9258006267836276,0.0003003522487584094,north,west,2.0,7,True,1.0
2206,pins,0.9800523558621378,0.0021884550176820548,north,north,4.0,65,True,1.0
2206,pins,0.9800523558621378,0.0021884550176820548,north,north,8.0,42,True,1.0
2221,pins,1.9258006267836276,0.0003003522487584094,north,west,4.0,7,True,1.0
2221,pins,1.9258006267836276,0.0003003522487584094,north,west,8.0,6,True,1.0
2206,pins,0.9800523558621378,0.0021884550176820548,north,north,1.0,120,False,1.0
2206,pins,0.9800523558621378,0.0021884550176820548,north,north,2.0,120,False,1.0
2225,uturn,0.11941110927577774,0.000351258819014952,west,west,1.0,6,True,1.0
2225,uturn,0.11941110927577774,0.000351258819014952,west,west,2.0,6,True,1.0
2221,pins,1.9258006267836276,0.0003003522487584094,north,west,16.0,5,True,1.0
2224,sin2d,0.448595592439883,0.0019310338343926361,north,east,1.0,11,True,1.0
2225,uturn,0.11941110927577774,0.000351258819014952,west,west,4.0,5,True,1.0
2225,uturn,0.11941110927577774,0.000351258819014952,west,west,8.0,4,True,1.0
2224,sin2d,0.448595592439883,0.0019310338343926361,north,east,2.0,9,True,1.0
2224,sin2d,0.448595592439883,0.0019310338343926361,north,east,4.0,9,True,1.0
2224,sin2d,0.448595592439883,0.0019310338343926361,north,east,8.0,7,True,1.0
2224,sin2d,0.448595592439883,0.0019310338343926361,north,east,16.0,7,True,1.0
2227,serpentine,0.1036791468225327,0.001018435331487537,south,west,1.0,7,True,1.0
2227,serpentine,0.1036791468225327,0.001018435331487537,south,west,2.0,7,True,1.0
2225,uturn,0.11941110927577774,0.000351258819014952,west,west,16.0,4,True,1.0
2226,pins,0.6863875593822629,0.0018582856977859535,north,east,1.0,15,True,1.0
2227,serpentine,0.1036791468225327,0.001018435331487537,south,west,4.0,6,True,1.0
2227,serpentine,0.1036791468225327,0.001018435331487537,south,west,8.0,5,True,1.0
2227,serpentine,0.1036791468225327,0.001018435331487537,south,west,16.0,5,True,1.0
2230,quad,1.3263053843866668,0.0019098797962614693,south,west,1.0,17,True,1.0
2226,pins,0.6863875593822629,0.0018582856977859535,north,east,2.0,120,False,1.0
2226,pins,0.6863875593822629,0.0018582856977859535,north,east,4.0,120,False,1.0
2232,pins,0.15995378232048976,0.0017077048508018608,west,west,1.0,9,True,1.0
2232,pins,0.15995378232048976,0.0017077048508018608,west,west,2.0,8,True,1.0
2232,pins,0.15995378232048976,0.0017077048508018608,west,west,4.0,7,True,1.0
2232,pins,0.15995378232048976,0.0017077048508018608,west,west,8.0,6,True,1.0
2232,pins,0.15995378232048976,0.0017077048508018608,west,west,16.0,6,True,1.0
2234,quad,0.11634783452303085,0.0013564851029623617,east,south,1.0,7,True,1.0
2234,quad,0.11634783452303085,0.0013564851029623617,east,south,2.0,6,True,1.0
2234,quad,0.11634783452303085,0.0013564851029623617,east,south,4.0,6,True,1.0
2234,quad,0.11634783452303085,0.0013564851029623617,east,south,8.0,5,True,1.0
2234,quad,0.11634783452303085,0.0013564851029623617,east,south,16.0,4,True,1.0
2230,quad,1.3263053843866668,0.0019098797962614693,south,west,2.0,14,True,1.0
2230,quad,1.3263053843866668,0.0019098797962614693,south,west,4.0,120,False,1.0
2233,grf,1.4956105644642186,0.0008453827141895472,east,south,1.0,38,True,1.0
2233,grf,1.4956105644642186,0.0008453827141895472,east,south,2.0,13,True,1.0
2233,grf,1.4956105644642186,0.0008453827141895472,east,south,4.0,14,True,1.0
2233,grf,1.4956105644642186,0.0008453827141895472,east,south,8.0,14,True,1.0
2235,quad,0.13063865151794177,0.0014611172691541433,east,south,2.0,7,True,1.0
2235,quad,0.13063865151794177,0.0014611172691541433,east,south,4.0,6,True,1.0
2235,quad,0.13063865151794177,0.0014611172691541433,east,south,8.0,5,True,1.0
2235,quad,0.13063865151794177,0.0014611172691541433,east,south,16.0,5,True,1.0
2233,grf,1.4956105644642186,0.0008453827141895472,east,south,16.0,22,True,1.0
2235,quad,0.13063865151794177,0.0014611172691541433,east,south,1.0,8,True,1.0
2236,uturn,0.6932693720239037,0.000373455875605045,west,west,1.0,9,True,1.0
2236,uturn,0.6932693720239037,0.000373455875605045,west,west,2.0,7,True,1.0
2236,uturn,0.6932693720239037,0.000373455875605045,west,west,4.0,7,True,1.0
2236,uturn,0.6932693720239037,0.000373455875605045,west,west,8.0,6,True,1.0
2226,pins,0.6863875593822629,0.0018582856977859535,north,east,8.0,56,False,1.0
2226,pins,0.6863875593822629,0.0018582856977859535,north,east,16.0,15,True,1.0
2230,quad,1.3263053843866668,0.0019098797962614693,south,west,8.0,120,False,1.0
2230,quad,1.3263053843866668,0.0019098797962614693,south,west,16.0,120,False,1.0
2236,uturn,0.6932693720239037,0.000373455875605045,west,west,16.0,6,True,1.0
2229,uturn,0.2856266544331133,0.0003602656334408795,west,west,1.0,28,True,1.0
2239,pins,0.19031414895515672,0.0015571543126283625,north,west,4.0,7,True,1.0
2239,pins,0.19031414895515672,0.0015571543126283625,north,west,8.0,6,True,1.0
2239,pins,0.19031414895515672,0.0015571543126283625,north,west,1.0,9,True,1.0
2239,pins,0.19031414895515672,0.0015571543126283625,north,west,2.0,8,True,1.0
2229,uturn,0.2856266544331133,0.0003602656334408795,west,west,2.0,41,True,1.0
2229,uturn,0.2856266544331133,0.0003602656334408795,west,west,4.0,33,True,1.0
2239,pins,0.19031414895515672,0.0015571543126283625,north,west,16.0,6,True,1.0
2231,grf,0.5234582350904076,0.0023872289920557487,south,south,1.0,25,True,1.0
2241,serpentine,0.4640418640344704,0.00043173879341124,south,north,1.0,7,True,1.0
2241,serpentine,0.4640418640344704,0.00043173879341124,south,north,2.0,7,True,1.0
2241,serpentine,0.4640418640344704,0.00043173879341124,south,north,4.0,6,True,1.0
2241,serpentine,0.4640418640344704,0.00043173879341124,south,north,8.0,5,True,1.0
2229,uturn,0.2856266544331133,0.0003602656334408795,west,west,8.0,24,True,1.0
2229,uturn,0.2856266544331133,0.0003602656334408795,west,west,16.0,27,True,1.0
2241,serpentine,0.4640418640344704,0.00043173879341124,south,north,16.0,5,True,1.0
2237,uturn,1.1624029614545657,0.0014762873791040545,west,west,1.0,13,True,1.0
2231,grf,0.5234582350904076,0.0023872289920557487,south,south,2.0,41,True,1.0
2231,grf,0.5234582350904076,0.0023872289920557487,south,south,4.0,45,True,1.0
2242,pins,1.3741279366236787,0.0003734646640532957,south,east,1.0,8,True,1.0
2242,pins,1.3741279366236787,0.0003734646640532957,south,east,2.0,7,True,1.0
2242,pins,1.3741279366236787,0.0003734646640532957,south,east,4.0,7,True,1.0
2242,pins,1.3741279366236787,0.0003734646640532957,south,east,8.0,7,True,1.0
2242,pins,1.3741279366236787,0.0003734646640532957,south,east,16.0,6,True,1.0
2243,serpentine,0.34155147605486097,0.0006965168515222315,east,north,1.0,7,True,1.0
2243,serpentine,0.34155147605486097,0.0006965168515222315,east,north,2.0,7,True,1.0
2243,serpentine,0.34155147605486097,0.0006965168515222315,east,north,4.0,6,True,1.0
2237,uturn,1.1624029614545657,0.0014762873791040545,west,west,2.0,12,True,1.0
2237,uturn,1.1624029614545657,0.0014762873791040545,west,west,4.0,10,True,1.0
2237,uturn,1.1624029614545657,0.0014762873791040545,west,west,8.0,9,True,1.0
2237,uturn,1.1624029614545657,0.0014762873791040545,west,west,16.0,46,True,1.0
2243,serpentine,0.34155147605486097,0.0006965168515222315,east,north,8.0,5,True,1.0
2243,serpentine,0.34155147605486097,0.0006965168515222315,east,north,16.0,5,True,1.0
2244,quad,0.21253950857324455,0.0005847448127475837,north,south,1.0,7,True,1.0
2244,quad,0.21253950857324455,0.0005847448127475837,north,south,2.0,6,True,1.0
2244,quad,0.21253950857324455,0.0005847448127475837,north,south,4.0,5,True,1.0
2244,quad,0.21253950857324455,0.0005847448127475837,north,south,8.0,5,True,1.0
2244,quad,0.21253950857324455,0.0005847448127475837,north,south,16.0,4,True,1.0
2246,uniform,0.3283744974931365,0.0026198243337434203,east,north,1.0,18,True,1.0
2246,uniform,0.3283744974931365,0.0026198243337434203,east,north,8.0,9,True,1.0
2246,uniform,0.3283744974931365,0.0026198243337434203,east,north,16.0,10,True,1.0
2247,pins,0.2530648963470255,0.0004792591575021926,west,north,1.0,7,True,1.0
2247,pins,0.2530648963470255,0.0004792591575021926,west,north,2.0,6,True,1.0
2247,pins,0.2530648963470255,0.0004792591575021926,west,north,4.0,5,True,1.0
2247,pins,0.2530648963470255,0.0004792591575021926,west,north,8.0,5,True,1.0
2247,pins,0.2530648963470255,0.0004792591575021926,west,north,16.0,4,True,1.0
2248,uturn,0.4029545513333359,0.0006918256837237348,west,west,1.0,9,True,1.0
2231,grf,0.5234582350904076,0.0023872289920557487,south,south,8.0,45,True,1.0
2231,grf,0.5234582350904076,0.0023872289920557487,south,south,16.0,120,False,1.0
2248,uturn,0.4029545513333359,0.0006918256837237348,west,west,2.0,8,True,1.0
2248,uturn,0.4029545513333359,0.0006918256837237348,west,west,4.0,7,True,1.0
2248,uturn,0.4029545513333359,0.0006918256837237348,west,west,8.0,7,True,1.0
2248,uturn,0.4029545513333359,0.0006918256837237348,west,west,16.0,6,True,1.0
2246,uniform,0.3283744974931365,0.0026198243337434203,east,north,2.0,15,True,1.0
2246,uniform,0.3283744974931365,0.0026198243337434203,east,north,4.0,21,True,1.0
2249,uturn,0.2015180849296944,0.0014005965683228639,west,west,2.0,13,True,1.0
2249,uturn,0.2015180849296944,0.0014005965683228639,west,west,4.0,11,True,1.0
2238,uturn,0.28774782210565836,0.0005005517564182468,west,west,16.0,120,False,1.0
2249,uturn,0.2015180849296944,0.0014005965683228639,west,west,1.0,9,True,1.0
2249,uturn,0.2015180849296944,0.0014005965683228639,west,west,8.0,120,False,1.0
2249,uturn,0.2015180849296944,0.0014005965683228639,west,west,16.0,17,True,1.0
2238,uturn,0.28774782210565836,0.0005005517564182468,west,west,1.0,120,False,1.0
2238,uturn,0.28774782210565836,0.0005005517564182468,west,west,2.0,120,False,1.0
2238,uturn,0.28774782210565836,0.0005005517564182468,west,west,4.0,120,False,1.0
2238,uturn,0.28774782210565836,0.0005005517564182468,west,west,8.0,120,False,1.0
2245,grf,1.8202645901506878,0.0013489842247716903,north,south,1.0,120,False,1.0
2245,grf,1.8202645901506878,0.0013489842247716903,north,south,2.0,120,False,1.0
2240,grf,0.8652902849561744,0.002603292268971368,south,east,8.0,70,True,1.0
2240,grf,0.8652902849561744,0.002603292268971368,south,east,16.0,95,True,1.0
2250,uturn,0.26124015957497937,0.0008291161895115542,west,west,1.0,8,True,1.0
2250,uturn,0.26124015957497937,0.0008291161895115542,west,west,2.0,7,True,1.0
2250,uturn,0.26124015957497937,0.0008291161895115542,west,west,4.0,6,True,1.0
2250,uturn,0.26124015957497937,0.0008291161895115542,west,west,8.0,5,True,1.0
2250,uturn,0.26124015957497937,0.0008291161895115542,west,west,16.0,5,True,1.0
2252,uturn,0.6457251357217121,0.000373887598269095,west,west,1.0,8,True,1.0
2252,uturn,0.6457251357217121,0.000373887598269095,west,west,2.0,7,True,1.0
2252,uturn,0.6457251357217121,0.000373887598269095,west,west,4.0,6,True,1.0
2252,uturn,0.6457251357217121,0.000373887598269095,west,west,8.0,7,True,1.0
2252,uturn,0.6457251357217121,0.000373887598269095,west,west,16.0,7,True,1.0
2253,pins,0.16849463531394793,0.0008881741055516161,west,north,1.0,7,True,1.0
2253,pins,0.16849463531394793,0.0008881741055516161,west,north,2.0,6,True,1.0
2253,pins,0.16849463531394793,0.0008881741055516161,west,north,4.0,5,True,1.0
2253,pins,0.16849463531394793,0.0008881741055516161,west,north,8.0,5,True,1.0
2240,grf,0.8652902849561744,0.002603292268971368,south,east,2.0,28,True,1.0
2240,grf,0.8652902849561744,0.002603292268971368,south,east,4.0,120,False,1.0
2253,pins,0.16849463531394793,0.0008881741055516161,west,north,16.0,4,True,1.0
2251,serpentine,0.28650508586253914,0.0012240364436381698,south,north,1.0,10,True,1.0
2251,serpentine,0.28650508586253914,0.0012240364436381698,south,north,8.0,7,True,1.0
2251,serpentine,0.28650508586253914,0.0012240364436381698,south,north,16.0,10,True,1.0
2251,serpentine,0.28650508586253914,0.0012240364436381698,south,north,2.0,9,True,1.0
2251,serpentine,0.28650508586253914,0.0012240364436381698,south,north,4.0,7,True,1.0
2254,blobs,0.6604504794325288,0.00033139295883745585,east,west,4.0,5,True,1.0
2254,blobs,0.6604504794325288,0.00033139295883745585,east,west,8.0,4,True,1.0
2254,blobs,0.6604504794325288,0.00033139295883745585,east,west,1.0,7,True,1.0
2254,blobs,0.6604504794325288,0.00033139295883745585,east,west,2.0,6,True,1.0
2254,blobs,0.6604504794325288,0.00033139295883745585,east,west,16.0,4,True,1.0
2257,pins,1.853754032276582,0.0007781846104315708,north,east,1.0,11,True,1.0
2257,pins,1.853754032276582,0.0007781846104315708,north,east,2.0,10,True,1.0
2257,pins,1.853754032276582,0.0007781846104315708,north,east,4.0,16,True,1.0
2256,grf,1.5104133284403003,0.0019717083521340857,north,west,1.0,15,True,1.0
2256,grf,1.5104133284403003,0.0019717083521340857,north,west,2.0,12,True,1.0
2257,pins,1.853754032276582,0.0007781846104315708,north,east,8.0,10,True,1.0
2257,pins,1.853754032276582,0.0007781846104315708,north,east,16.0,62,True,1.0
2245,grf,1.8202645901506878,0.0013489842247716903,north,south,16.0,120,False,1.0
2240,grf,0.8652902849561744,0.002603292268971368,south,east,1.0,82,True,1.0
2245,grf,1.8202645901506878,0.0013489842247716903,north,south,4.0,110,True,1.0
2245,grf,1.8202645901506878,0.0013489842247716903,north,south,8.0,120,False,1.0
2256,grf,1.5104133284403003,0.0019717083521340857,north,west,16.0,35,True,1.0
2260,grf,1.0889216325073332,0.0017658819501249995,west,south,1.0,17,True,1.0
2262,pins,0.3185320945392932,0.0009113196716082675,north,south,1.0,8,True,1.0
2262,pins,0.3185320945392932,0.0009113196716082675,north,south,2.0,7,True,1.0
2262,pins,0.3185320945392932,0.0009113196716082675,north,south,4.0,6,True,1.0
2262,pins,0.3185320945392932,0.0009113196716082675,north,south,8.0,6,True,1.0
2260,grf,1.0889216325073332,0.0017658819501249995,west,south,8.0,20,True,1.0
2260,grf,1.0889216325073332,0.0017658819501249995,west,south,16.0,20,True,1.0
2262,pins,0.3185320945392932,0.0009113196716082675,north,south,16.0,6,True,1.0
2258,serpentine,1.818958417434073,0.0005246774321777862,west,north,1.0,120,False,1.0
2258,serpentine,1.818958417434073,0.0005246774321777862,west,north,8.0,24,True,1.0
2258,serpentine,1.818958417434073,0.0005246774321777862,west,north,16.0,120,False,1.0
2258,serpentine,1.818958417434073,0.0005246774321777862,west,north,2.0,62,True,1.0
2258,serpentine,1.818958417434073,0.0005246774321777862,west,north,4.0,120,False,1.0
2264,quad,1.9384818545699558,0.0006838740812378652,south,east,1.0,10,True,1.0
2264,quad,1.9384818545699558,0.0006838740812378652,south,east,2.0,8,True,1.0
2264,quad,1.9384818545699558,0.0006838740812378652,south,east,4.0,7,True,1.0
2264,quad,1.9384818545699558,0.0006838740812378652,south,east,8.0,11,True,1.0
2264,quad,1.9384818545699558,0.0006838740812378652,south,east,16.0,8,True,1.0
2265,blobs,0.1309338158069742,0.0010891195142697834,east,south,1.0,9,True,1.0
2265,blobs,0.1309338158069742,0.0010891195142697834,east,south,2.0,8,True,1.0
2265,blobs,0.1309338158069742,0.0010891195142697834,east,south,4.0,7,True,1.0
2265,blobs,0.1309338158069742,0.0010891195142697834,east,south,8.0,6,True,1.0
2265,blobs,0.1309338158069742,0.0010891195142697834,east,south,16.0,5,True,1.0
2266,grf,0.9896299776889074,0.0005334577210509962,south,east,1.0,9,True,1.0
2266,grf,0.9896299776889074,0.0005334577210509962,south,east,2.0,8,True,1.0
