seed,family,u_in,h0,inlet,outlet,cfl_init,n_iter,converged,r0_ratio
536,pins,0.1468866172690401,0.00037649091604628277,west,east,2.0,6,True,1.0
536,pins,0.1468866172690401,0.00037649091604628277,west,east,4.0,5,True,1.0
536,pins,0.1468866172690401,0.00037649091604628277,west,east,8.0,4,True,1.0
536,pins,0.1468866172690401,0.00037649091604628277,west,east,16.0,4,True,1.0
537,quad,0.26200128815221435,0.0021846631860791936,east,south,4.0,8,True,1.0
537,quad,0.26200128815221435,0.0021846631860791936,east,south,8.0,7,True,1.0
537,quad,0.26200128815221435,0.0021846631860791936,east,south,1.0,13,True,1.0
537,quad,0.26200128815221435,0.0021846631860791936,east,south,2.0,9,True,1.0
533,uturn,1.4872153295149677,0.001295144980048051,west,west,8.0,15,True,1.0
533,uturn,1.4872153295149677,0.001295144980048051,west,west,16.0,16,True,1.0
537,quad,0.26200128815221435,0.0021846631860791936,east,south,16.0,6,True,1.0
534,serpentine,0.13751029077799734,0.00241779823788471,east,west,1.0,62,True,1.0
539,quad,0.8223819613768556,0.0008183317575179363,west,west,1.0,10,True,1.0
539,quad,0.8223819613768556,0.0008183317575179363,west,west,2.0,9,True,1.0
539,quad,0.8223819613768556,0.0008183317575179363,west,west,4.0,8,True,1.0
539,quad,0.8223819613768556,0.0008183317575179363,west,west,8.0,7,True,1.0
533,uturn,1.4872153295149677,0.001295144980048051,west,west,2.0,11,True,1.0
533,uturn,1.4872153295149677,0.001295144980048051,west,west,4.0,120,False,1.0
540,quad,0.11210813687415437,0.0006168668138375243,east,north,2.0,7,True,1.0
540,quad,0.11210813687415437,0.0006168668138375243,east,north,4.0,6,True,1.0
539,quad,0.8223819613768556,0.0008183317575179363,west,west,16.0,7,True,1.0
540,quad,0.11210813687415437,0.0006168668138375243,east,north,1.0,8,True,1.0
540,quad,0.11210813687415437,0.0006168668138375243,east,north,8.0,5,True,1.0
540,quad,0.11210813687415437,0.0006168668138375243,east,north,16.0,5,True,1.0
541,quad,0.2287756531578037,0.0007279918224250215,north,south,1.0,8,True,1.0
541,quad,0.2287756531578037,0.0007279918224250215,north,south,2.0,7,True,1.0
541,quad,0.2287756531578037,0.0007279918224250215,north,south,4.0,6,True,1.0
541,quad,0.2287756531578037,0.0007279918224250215,north,south,8.0,5,True,1.0
541,quad,0.2287756531578037,0.0007279918224250215,north,south,16.0,6,True,1.0
542,blobs,0.10616498289488363,0.0023598095646730644,south,west,1.0,9,True,1.0
542,blobs,0.10616498289488363,0.0023598095646730644,south,west,2.0,8,True,1.0
542,blobs,0.10616498289488363,0.0023598095646730644,south,west,4.0,7,True,1.0
542,blobs,0.10616498289488363,0.0023598095646730644,south,west,8.0,6,True,1.0
542,blobs,0.10616498289488363,0.0023598095646730644,south,west,16.0,5,True,1.0
534,serpentine,0.13751029077799734,0.00241779823788471,east,west,8.0,69,True,1.0
534,serpentine,0.13751029077799734,0.00241779823788471,east,west,16.0,65,True,1.0
534,serpentine,0.13751029077799734,0.00241779823788471,east,west,2.0,100,True,1.0
534,serpentine,0.13751029077799734,0.00241779823788471,east,west,4.0,95,True,1.0
543,pins,0.3805582502628776,0.0013747979864842854,east,west,1.0,9,True,1.0
543,pins,0.3805582502628776,0.0013747979864842854,east,west,2.0,8,True,1.0
543,pins,0.3805582502628776,0.0013747979864842854,east,west,4.0,7,True,1.0
543,pins,0.3805582502628776,0.0013747979864842854,east,west,8.0,7,True,1.0
543,pins,0.3805582502628776,0.0013747979864842854,east,west,16.0,6,True,1.0
545,quad,0.7057930894503879,0.0019664791409786993,west,east,1.0,18,True,1.0
546,quad,0.3013755726688677,0.0009762991274248702,south,west,1.0,9,True,1.0
546,quad,0.3013755726688677,0.0009762991274248702,south,west,2.0,8,True,1.0
546,quad,0.3013755726688677,0.0009762991274248702,south,west,4.0,7,True,1.0
546,quad,0.3013755726688677,0.0009762991274248702,south,west,8.0,7,True,1.0
546,quad,0.3013755726688677,0.0009762991274248702,south,west,16.0,6,True,1.0
548,quad,0.770099293589384,0.0011733125752465413,west,west,1.0,10,True,1.0
545,quad,0.7057930894503879,0.0019664791409786993,west,east,2.0,28,True,1.0
545,quad,0.7057930894503879,0.0019664791409786993,west,east,4.0,12,True,1.0
548,quad,0.770099293589384,0.0011733125752465413,west,west,2.0,8,True,1.0
548,quad,0.770099293589384,0.0011733125752465413,west,west,4.0,7,True,1.0
548,quad,0.770099293589384,0.0011733125752465413,west,west,8.0,8,True,1.0
548,quad,0.770099293589384,0.0011733125752465413,west,west,16.0,7,True,1.0
549,grf,0.1605941150150652,0.0010716806884599065,west,north,1.0,7,True,1.0
549,grf,0.1605941150150652,0.0010716806884599065,west,north,2.0,7,True,1.0
549,grf,0.1605941150150652,0.0010716806884599065,west,north,4.0,6,True,1.0
549,grf,0.1605941150150652,0.0010716806884599065,west,north,8.0,5,True,1.0
549,grf,0.1605941150150652,0.0010716806884599065,west,north,16.0,5,True,1.0
547,quad,1.97957062671308,0.0012267909571102265,west,west,1.0,15,True,1.0
551,sin2d,1.037780664453306,0.0004964149689324769,south,east,1.0,8,True,1.0
551,sin2d,1.037780664453306,0.0004964149689324769,south,east,2.0,7,True,1.0
551,sin2d,1.037780664453306,0.0004964149689324769,south,east,4.0,6,True,1.0
551,sin2d,1.037780664453306,0.0004964149689324769,south,east,8.0,6,True,1.0
551,sin2d,1.037780664453306,0.0004964149689324769,south,east,16.0,6,True,1.0
552,uniform,0.46182162537348687,0.0005346471436854285,west,south,1.0,8,True,1.0
547,quad,1.97957062671308,0.0012267909571102265,west,west,2.0,32,True,1.0
547,quad,1.97957062671308,0.0012267909571102265,west,west,4.0,12,True,1.0
552,uniform,0.46182162537348687,0.0005346471436854285,west,south,2.0,7,True,1.0
552,uniform,0.46182162537348687,0.0005346471436854285,west,south,4.0,6,True,1.0
552,uniform,0.46182162537348687,0.0005346471436854285,west,south,8.0,5,True,1.0
552,uniform,0.46182162537348687,0.0005346471436854285,west,south,16.0,5,True,1.0
553,serpentine,0.25367360855451965,0.001280935166570339,north,west,4.0,8,True,1.0
553,serpentine,0.25367360855451965,0.001280935166570339,north,west,8.0,7,True,1.0
553,serpentine,0.25367360855451965,0.001280935166570339,north,west,1.0,11,True,1.0
553,serpentine,0.25367360855451965,0.001280935166570339,north,west,2.0,10,True,1.0
553,serpentine,0.25367360855451965,0.001280935166570339,north,west,16.0,6,True,1.0
555,grf,0.10816716892329853,0.0003086989359120915,west,south,1.0,5,True,1.0
547,quad,1.97957062671308,0.0012267909571102265,west,west,8.0,20,True,1.0
547,quad,1.97957062671308,0.0012267909571102265,west,west,16.0,27,True,1.0
555,grf,0.10816716892329853,0.0003086989359120915,west,south,2.0,4,True,1.0
555,grf,0.10816716892329853,0.0003086989359120915,west,south,4.0,4,True,1.0
555,grf,0.10816716892329853,0.0003086989359120915,west,south,8.0,3,True,1.0
555,grf,0.10816716892329853,0.0003086989359120915,west,south,16.0,3,True,1.0
556,grf,0.13716334524726675,0.00040587420291495754,north,east,4.0,4,True,1.0
556,grf,0.13716334524726675,0.00040587420291495754,north,east,8.0,3,True,1.0
556,grf,0.13716334524726675,0.00040587420291495754,north,east,1.0,5,True,1.0
556,grf,0.13716334524726675,0.00040587420291495754,north,east,2.0,4,True,1.0
556,grf,0.13716334524726675,0.00040587420291495754,north,east,16.0,3,True,1.0
554,serpentine,0.12478780136057915,0.0008052246720437292,south,west,1.0,14,True,1.0
554,serpentine,0.12478780136057915,0.0008052246720437292,south,west,2.0,11,True,1.0
554,serpentine,0.12478780136057915,0.0008052246720437292,south,west,4.0,10,True,1.0
554,serpentine,0.12478780136057915,0.0008052246720437292,south,west,8.0,9,True,1.0
554,serpentine,0.12478780136057915,0.0008052246720437292,south,west,16.0,12,True,1.0
544,sin2d,0.31545394856829573,0.0022810970612149144,east,west,16.0,82,True,1.0
558,grf,0.563206364751271,0.000436976408370277,north,west,1.0,7,True,1.0
545,quad,0.7057930894503879,0.0019664791409786993,west,east,8.0,19,True,1.0
545,quad,0.7057930894503879,0.0019664791409786993,west,east,16.0,120,False,1.0
544,sin2d,0.31545394856829573,0.0022810970612149144,east,west,1.0,120,False,1.0
544,sin2d,0.31545394856829573,0.0022810970612149144,east,west,2.0,92,True,1.0
558,grf,0.563206364751271,0.000436976408370277,north,west,2.0,6,True,1.0
558,grf,0.563206364751271,0.000436976408370277,north,west,4.0,6,True,1.0
558,grf,0.563206364751271,0.000436976408370277,north,west,8.0,5,True,1.0
558,grf,0.563206364751271,0.000436976408370277,north,west,16.0,4,True,1.0
560,pins,0.4769225402190129,0.0003067718700751032,east,east,1.0,7,True,1.0
560,pins,0.4769225402190129,0.0003067718700751032,east,east,2.0,6,True,1.0
560,pins,0.4769225402190129,0.0003067718700751032,east,east,4.0,5,True,1.0
560,pins,0.4769225402190129,0.0003067718700751032,east,east,8.0,5,True,1.0
560,pins,0.4769225402190129,0.0003067718700751032,east,east,16.0,4,True,1.0
559,sin2d,1.2054066213361556,0.0017039489768551296,south,east,1.0,15,True,1.0
559,sin2d,1.2054066213361556,0.0017039489768551296,south,east,2.0,12,True,1.0
559,sin2d,1.2054066213361556,0.0017039489768551296,south,east,4.0,12,True,1.0
561,sin2d,0.14223795054959243,0.0018799210523829247,north,west,1.0,17,True,1.0
561,sin2d,0.14223795054959243,0.0018799210523829247,north,west,2.0,15,True,1.0
561,sin2d,0.14223795054959243,0.0018799210523829247,north,west,16.0,7,True,1.0
562,quad,1.4339389013045212,0.0003914866044068371,north,east,1.0,8,True,1.0
561,sin2d,0.14223795054959243,0.0018799210523829247,north,west,4.0,10,True,1.0
561,sin2d,0.14223795054959243,0.0018799210523829247,north,west,8.0,8,True,1.0
562,quad,1.4339389013045212,0.0003914866044068371,north,east,2.0,7,True,1.0
562,quad,1.4339389013045212,0.0003914866044068371,north,east,4.0,6,True,1.0
562,quad,1.4339389013045212,0.0003914866044068371,north,east,8.0,5,True,1.0
562,quad,1.4339389013045212,0.0003914866044068371,north,east,16.0,5,True,1.0
544,sin2d,0.31545394856829573,0.0022810970612149144,east,west,4.0,72,True,1.0
544,sin2d,0.31545394856829573,0.0022810970612149144,east,west,8.0,120,False,1.0
564,uniform,0.280884144701875,0.0010029222144048147,north,west,4.0,7,True,1.0
564,uniform,0.280884144701875,0.0010029222144048147,north,west,8.0,7,True,1.0
564,uniform,0.280884144701875,0.0010029222144048147,north,west,1.0,8,True,1.0
564,uniform,0.280884144701875,0.0010029222144048147,north,west,2.0,7,True,1.0
559,sin2d,1.2054066213361556,0.0017039489768551296,south,east,8.0,87,True,1.0
559,sin2d,1.2054066213361556,0.0017039489768551296,south,east,16.0,27,True,1.0
566,uturn,0.16973314314662208,0.0019591022681469156,west,west,1.0,16,True,1.0
566,uturn,0.16973314314662208,0.0019591022681469156,west,west,2.0,10,True,1.0
564,uniform,0.280884144701875,0.0010029222144048147,north,west,16.0,7,True,1.0
557,uturn,0.12366213621681514,0.0007410886507202011,west,west,1.0,20,True,1.0
566,uturn,0.16973314314662208,0.0019591022681469156,west,west,4.0,35,True,1.0
566,uturn,0.16973314314662208,0.0019591022681469156,west,west,8.0,10,True,1.0
566,uturn,0.16973314314662208,0.0019591022681469156,west,west,16.0,16,True,1.0
567,quad,0.2240706742025221,0.0017871029145455836,north,south,1.0,13,True,1.0
567,quad,0.2240706742025221,0.0017871029145455836,north,south,2.0,10,True,1.0
567,quad,0.2240706742025221,0.0017871029145455836,north,south,4.0,9,True,1.0
557,uturn,0.12366213621681514,0.0007410886507202011,west,west,2.0,17,True,1.0
557,uturn,0.12366213621681514,0.0007410886507202011,west,west,4.0,18,True,1.0
557,uturn,0.12366213621681514,0.0007410886507202011,west,west,8.0,30,True,1.0
557,uturn,0.12366213621681514,0.0007410886507202011,west,west,16.0,18,True,1.0
567,quad,0.2240706742025221,0.0017871029145455836,north,south,8.0,9,True,1.0
567,quad,0.2240706742025221,0.0017871029145455836,north,south,16.0,8,True,1.0
569,quad,0.9396093534722184,0.00044858455733151403,south,east,2.0,9,True,1.0
569,quad,0.9396093534722184,0.00044858455733151403,south,east,4.0,9,True,1.0
569,quad,0.9396093534722184,0.00044858455733151403,south,east,8.0,8,True,1.0
569,quad,0.9396093534722184,0.00044858455733151403,south,east,16.0,8,True,1.0
570,sin2d,0.3135223797139896,0.0003117970220644163,north,south,1.0,7,True,1.0
570,sin2d,0.3135223797139896,0.0003117970220644163,north,south,2.0,7,True,1.0
570,sin2d,0.3135223797139896,0.0003117970220644163,north,south,4.0,6,True,1.0
570,sin2d,0.3135223797139896,0.0003117970220644163,north,south,8.0,5,True,1.0
570,sin2d,0.3135223797139896,0.0003117970220644163,north,south,16.0,4,True,1.0
571,blobs,0.5004753123363375,0.0009143481213934622,north,west,1.0,9,True,1.0
571,blobs,0.5004753123363375,0.0009143481213934622,north,west,2.0,8,True,1.0
571,blobs,0.5004753123363375,0.0009143481213934622,north,west,4.0,8,True,1.0
571,blobs,0.5004753123363375,0.0009143481213934622,north,west,8.0,7,True,1.0
571,blobs,0.5004753123363375,0.0009143481213934622,north,west,16.0,6,True,1.0
550,blobs,1.8643512610266002,0.0024280622918116733,east,west,16.0,120,False,1.0
569,quad,0.9396093534722184,0.00044858455733151403,south,east,1.0,9,True,1.0
550,blobs,1.8643512610266002,0.0024280622918116733,east,west,4.0,52,True,1.0
550,blobs,1.8643512610266002,0.0024280622918116733,east,west,8.0,120,False,1.0
563,sin2d,1.2430585652948734,0.0024122251218334353,west,west,4.0,46,True,1.0
563,sin2d,1.2430585652948734,0.0024122251218334353,west,west,8.0,36,True,1.0
563,sin2d,1.2430585652948734,0.0024122251218334353,west,west,1.0,54,True,1.0
563,sin2d,1.2430585652948734,0.0024122251218334353,west,west,2.0,77,True,1.0
572,uturn,1.4433376070960025,0.0005181354898885797,west,west,8.0,53,True,1.0
572,uturn,1.4433376070960025,0.0005181354898885797,west,west,16.0,100,True,1.0
574,sin2d,0.16179643861102463,0.002078285304694524,north,north,1.0,10,True,1.0
574,sin2d,0.16179643861102463,0.002078285304694524,north,north,2.0,8,True,1.0
574,sin2d,0.16179643861102463,0.002078285304694524,north,north,4.0,7,True,1.0
574,sin2d,0.16179643861102463,0.002078285304694524,north,north,8.0,6,True,1.0
574,sin2d,0.16179643861102463,0.002078285304694524,north,north,16.0,6,True,1.0
575,blobs,0.7252628867968391,0.0007741212325562667,west,north,1.0,9,True,1.0
575,blobs,0.7252628867968391,0.0007741212325562667,west,north,2.0,8,True,1.0
575,blobs,0.7252628867968391,0.0007741212325562667,west,north,4.0,7,True,1.0
550,blobs,1.8643512610266002,0.0024280622918116733,east,west,1.0,120,False,1.0
550,blobs,1.8643512610266002,0.0024280622918116733,east,west,2.0,120,False,1.0
563,sin2d,1.2430585652948734,0.0024122251218334353,west,west,16.0,46,True,1.0
572,uturn,1.4433376070960025,0.0005181354898885797,west,west,1.0,120,False,1.0
575,blobs,0.7252628867968391,0.0007741212325562667,west,north,8.0,8,True,1.0
575,blobs,0.7252628867968391,0.0007741212325562667,west,north,16.0,8,True,1.0
576,uniform,1.655464802787049,0.002173968731607625,south,north,1.0,28,True,1.0
576,uniform,1.655464802787049,0.002173968731607625,south,north,2.0,24,True,1.0
576,uniform,1.655464802787049,0.002173968731607625,south,north,4.0,120,False,1.0
576,uniform,1.655464802787049,0.002173968731607625,south,north,8.0,87,True,1.0
576,uniform,1.655464802787049,0.002173968731607625,south,north,16.0,21,True,1.0
568,serpentine,0.18214841523088465,0.0026360812847249786,south,south,1.0,120,False,1.0
577,grf,0.6638233372978117,0.00032147454420008997,north,north,1.0,6,True,1.0
577,grf,0.6638233372978117,0.00032147454420008997,north,north,2.0,5,True,1.0
577,grf,0.6638233372978117,0.00032147454420008997,north,north,4.0,4,True,1.0
577,grf,0.6638233372978117,0.00032147454420008997,north,north,8.0,4,True,1.0
577,grf,0.6638233372978117,0.00032147454420008997,north,north,16.0,3,True,1.0
578,pins,0.20269954704883675,0.0004874726470073988,east,south,1.0,7,True,1.0
578,pins,0.20269954704883675,0.0004874726470073988,east,south,2.0,6,True,1.0
578,pins,0.20269954704883675,0.0004874726470073988,east,south,4.0,6,True,1.0
578,pins,0.20269954704883675,0.0004874726470073988,east,south,8.0,5,True,1.0
578,pins,0.20269954704883675,0.0004874726470073988,east,south,16.0,4,True,1.0
579,blobs,0.14832018332667657,0.0026265446140536853,east,east,1.0,10,True,1.0
579,blobs,0.14832018332667657,0.0026265446140536853,east,east,2.0,9,True,1.0
579,blobs,0.14832018332667657,0.0026265446140536853,east,east,4.0,8,True,1.0
579,blobs,0.14832018332667657,0.0026265446140536853,east,east,8.0,7,True,1.0
579,blobs,0.14832018332667657,0.0026265446140536853,east,east,16.0,6,True,1.0
580,sin2d,0.11990604660562984,0.0003777848453933456,west,south,1.0,6,True,1.0
568,serpentine,0.18214841523088465,0.0026360812847249786,south,south,2.0,120,False,1.0
568,serpentine,0.18214841523088465,0.0026360812847249786,south,south,4.0,120,False,1.0
580,sin2d,0.11990604660562984,0.0003777848453933456,west,south,2.0,5,True,1.0
580,sin2d,0.11990604660562984,0.0003777848453933456,west,south,4.0,5,True,1.0
580,sin2d,0.11990604660562984,0.0003777848453933456,west,south,8.0,4,True,1.0
580,sin2d,0.11990604660562984,0.0003777848453933456,west,south,16.0,4,True,1.0
572,uturn,1.4433376070960025,0.0005181354898885797,west,west,2.0,120,False,1.0
572,uturn,1.4433376070960025,0.0005181354898885797,west,west,4.0,120,False,1.0
581,uniform,0.4516773575163218,0.0003254867365875318,north,east,4.0,5,True,1.0
581,uniform,0.4516773575163218,0.0003254867365875318,north,east,8.0,5,True,1.0
581,uniform,0.4516773575163218,0.0003254867365875318,north,east,1.0,7,True,1.0
581,uniform,0.4516773575163218,0.0003254867365875318,north,east,2.0,6,True,1.0
581,uniform,0.4516773575163218,0.0003254867365875318,north,east,16.0,4,True,1.0
583,quad,0.1986780560678536,0.0006507593180695843,west,north,1.0,8,True,1.0
583,quad,0.1986780560678536,0.0006507593180695843,west,north,8.0,5,True,1.0
583,quad,0.1986780560678536,0.0006507593180695843,west,north,16.0,5,True,1.0
583,quad,0.1986780560678536,0.0006507593180695843,west,north,2.0,7,True,1.0
583,quad,0.1986780560678536,0.0006507593180695843,west,north,4.0,6,True,1.0
582,serpentine,0.2833641116472924,0.0004344540624061937,west,south,1.0,7,True,1.0
582,serpentine,0.2833641116472924,0.0004344540624061937,west,south,2.0,6,True,1.0
582,serpentine,0.2833641116472924,0.0004344540624061937,west,south,4.0,5,True,1.0
582,serpentine,0.2833641116472924,0.0004344540624061937,west,south,8.0,5,True,1.0
582,serpentine,0.2833641116472924,0.0004344540624061937,west,south,16.0,4,True,1.0
584,quad,0.7597979968918486,0.0010699662720794318,south,west,1.0,9,True,1.0
584,quad,0.7597979968918486,0.0010699662720794318,south,west,2.0,8,True,1.0
584,quad,0.7597979968918486,0.0010699662720794318,south,west,4.0,7,True,1.0
586,pins,0.10078555381228996,0.0010268705866970929,west,south,1.0,7,True,1.0
586,pins,0.10078555381228996,0.0010268705866970929,west,south,2.0,6,True,1.0
584,quad,0.7597979968918486,0.0010699662720794318,south,west,8.0,6,True,1.0
584,quad,0.7597979968918486,0.0010699662720794318,south,west,16.0,7,True,1.0
586,pins,0.10078555381228996,0.0010268705866970929,west,south,4.0,6,True,1.0
586,pins,0.10078555381228996,0.0010268705866970929,west,south,8.0,5,True,1.0
586,pins,0.10078555381228996,0.0010268705866970929,west,south,16.0,5,True,1.0
587,blobs,1.1055786943311956,0.000308757900138252,east,west,1.0,8,True,1.0
587,blobs,1.1055786943311956,0.000308757900138252,east,west,2.0,7,True,1.0
587,blobs,1.1055786943311956,0.000308757900138252,east,west,4.0,6,True,1.0
587,blobs,1.1055786943311956,0.000308757900138252,east,west,8.0,5,True,1.0
587,blobs,1.1055786943311956,0.000308757900138252,east,west,16.0,5,True,1.0
589,grf,1.0432338247700297,0.0005528474572259049,north,west,1.0,8,True,1.0
589,grf,1.0432338247700297,0.0005528474572259049,north,west,2.0,7,True,1.0
589,grf,1.0432338247700297,0.0005528474572259049,north,west,4.0,6,True,1.0
589,grf,1.0432338247700297,0.0005528474572259049,north,west,8.0,6,True,1.0
589,grf,1.0432338247700297,0.0005528474572259049,north,west,16.0,5,True,1.0
585,uniform,0.4500257842868197,0.002891808612447405,east,south,1.0,120,False,1.0
590,uturn,0.9173780011598835,0.0005480921953004112,west,west,1.0,9,True,1.0
590,uturn,0.9173780011598835,0.0005480921953004112,west,west,2.0,8,True,1.0
568,serpentine,0.18214841523088465,0.0026360812847249786,south,south,8.0,76,True,1.0
568,serpentine,0.18214841523088465,0.0026360812847249786,south,south,16.0,120,False,1.0
585,uniform,0.4500257842868197,0.002891808612447405,east,south,8.0,17,True,1.0
585,uniform,0.4500257842868197,0.002891808612447405,east,south,16.0,19,True,1.0
590,uturn,0.9173780011598835,0.0005480921953004112,west,west,16.0,7,True,1.0
591,uniform,0.17174046854611635,0.0006698969089421986,east,south,1.0,7,True,1.0
590,uturn,0.9173780011598835,0.0005480921953004112,west,west,4.0,7,True,1.0
590,uturn,0.9173780011598835,0.0005480921953004112,west,west,8.0,7,True,1.0
591,uniform,0.17174046854611635,0.0006698969089421986,east,south,2.0,7,True,1.0
591,uniform,0.17174046854611635,0.0006698969089421986,east,south,4.0,6,True,1.0
591,uniform,0.17174046854611635,0.0006698969089421986,east,south,8.0,5,True,1.0
591,uniform,0.17174046854611635,0.0006698969089421986,east,south,16.0,5,True,1.0
592,quad,0.22799610068271695,0.00034465845013732414,west,east,1.0,7,True,1.0
592,quad,0.22799610068271695,0.00034465845013732414,west,east,2.0,6,True,1.0
592,quad,0.22799610068271695,0.00034465845013732414,west,east,4.0,6,True,1.0
592,quad,0.22799610068271695,0.00034465845013732414,west,east,8.0,5,True,1.0
585,uniform,0.4500257842868197,0.002891808612447405,east,south,2.0,14,True,1.0
585,uniform,0.4500257842868197,0.002891808612447405,east,south,4.0,120,False,1.0
592,quad,0.22799610068271695,0.00034465845013732414,west,east,16.0,4,True,1.0
594,uturn,0.5083209203399836,0.0008465228361015653,west,west,1.0,9,True,1.0
594,uturn,0.5083209203399836,0.0008465228361015653,west,west,2.0,14,True,1.0
594,uturn,0.5083209203399836,0.0008465228361015653,west,west,4.0,7,True,1.0
594,uturn,0.5083209203399836,0.0008465228361015653,west,west,8.0,25,True,1.0
594,uturn,0.5083209203399836,0.0008465228361015653,west,west,16.0,16,True,1.0
598,uniform,0.22547940923917054,0.002839552114248699,south,west,2.0,13,True,1.0
598,uniform,0.22547940923917054,0.002839552114248699,south,west,4.0,11,True,1.0
588,uniform,0.738786325509633,0.002958897885128649,south,north,1.0,30,True,1.0
588,uniform,0.738786325509633,0.002958897885128649,south,north,2.0,91,True,1.0
599,uniform,0.30401698402644645,0.001451250150980366,south,west,1.0,10,True,1.0
599,uniform,0.30401698402644645,0.001451250150980366,south,west,2.0,9,True,1.0
588,uniform,0.738786325509633,0.002958897885128649,south,north,16.0,64,True,1.0
598,uniform,0.22547940923917054,0.002839552114248699,south,west,1.0,18,True,1.0
588,uniform,0.738786325509633,0.002958897885128649,south,north,4.0,34,True,1.0
588,uniform,0.738786325509633,0.002958897885128649,south,north,8.0,20,True,1.0
598,uniform,0.22547940923917054,0.002839552114248699,south,west,8.0,27,True,1.0
598,uniform,0.22547940923917054,0.002839552114248699,south,west,16.0,7,True,1.0
600,quad,1.1517312186207036,0.0003037494298883899,west,north,8.0,5,True,1.0
600,quad,1.1517312186207036,0.0003037494298883899,west,north,16.0,4,True,1.0
599,uniform,0.30401698402644645,0.001451250150980366,south,west,16.0,7,True,1.0
600,quad,1.1517312186207036,0.0003037494298883899,west,north,1.0,7,True,1.0
599,uniform,0.30401698402644645,0.001451250150980366,south,west,4.0,7,True,1.0
599,uniform,0.30401698402644645,0.001451250150980366,south,west,8.0,7,True,1.0
600,quad,1.1517312186207036,0.0003037494298883899,west,north,2.0,6,True,1.0
600,quad,1.1517312186207036,0.0003037494298883899,west,north,4.0,5,True,1.0
601,quad,0.7427837449138543,0.00030191836384624846,south,east,1.0,7,True,1.0
601,quad,0.7427837449138543,0.00030191836384624846,south,east,2.0,7,True,1.0
601,quad,0.7427837449138543,0.00030191836384624846,south,east,4.0,6,True,1.0
601,quad,0.7427837449138543,0.00030191836384624846,south,east,8.0,5,True,1.0
603,uniform,0.17149250462217175,0.000720469061509199,west,east,2.0,6,True,1.0
603,uniform,0.17149250462217175,0.000720469061509199,west,east,4.0,6,True,1.0
603,uniform,0.17149250462217175,0.000720469061509199,west,east,8.0,5,True,1.0
603,uniform,0.17149250462217175,0.000720469061509199,west,east,16.0,4,True,1.0
601,quad,0.7427837449138543,0.00030191836384624846,south,east,16.0,5,True,1.0
603,uniform,0.17149250462217175,0.000720469061509199,west,east,1.0,7,True,1.0
604,sin2d,0.1027745942884027,0.00030458920220930433,west,east,1.0,6,True,1.0
604,sin2d,0.1027745942884027,0.00030458920220930433,west,east,2.0,5,True,1.0
604,sin2d,0.1027745942884027,0.00030458920220930433,west,east,4.0,4,True,1.0
604,sin2d,0.1027745942884027,0.00030458920220930433,west,east,8.0,4,True,1.0
604,sin2d,0.1027745942884027,0.00030458920220930433,west,east,16.0,3,True,1.0
606,serpentine,0.10841040214118818,0.0016167010558116226,south,east,1.0,17,True,1.0
606,serpentine,0.10841040214118818,0.0016167010558116226,south,east,2.0,8,True,1.0
606,serpentine,0.10841040214118818,0.0016167010558116226,south,east,4.0,7,True,1.0
605,sin2d,0.6063204910393181,0.002014940175110305,west,north,1.0,13,True,1.0
605,sin2d,0.6063204910393181,0.002014940175110305,west,north,2.0,12,True,1.0
606,serpentine,0.10841040214118818,0.0016167010558116226,south,east,8.0,8,True,1.0
606,serpentine,0.10841040214118818,0.0016167010558116226,south,east,16.0,9,True,1.0
605,sin2d,0.6063204910393181,0.002014940175110305,west,north,4.0,17,True,1.0
605,sin2d,0.6063204910393181,0.002014940175110305,west,north,8.0,9,True,1.0
609,blobs,0.5811689293744209,0.00042285132645787486,north,west,1.0,8,True,1.0
609,blobs,0.5811689293744209,0.00042285132645787486,north,west,2.0,7,True,1.0
602,sin2d,1.1784474032932182,0.0023145491763372846,east,north,2.0,14,True,1.0
602,sin2d,1.1784474032932182,0.0023145491763372846,east,north,4.0,13,True,1.0
609,blobs,0.5811689293744209,0.00042285132645787486,north,west,4.0,6,True,1.0
609,blobs,0.5811689293744209,0.00042285132645787486,north,west,8.0,5,True,1.0
605,sin2d,0.6063204910393181,0.002014940175110305,west,north,16.0,13,True,1.0
602,sin2d,1.1784474032932182,0.0023145491763372846,east,north,1.0,17,True,1.0
609,blobs,0.5811689293744209,0.00042285132645787486,north,west,16.0,5,True,1.0
608,quad,0.20359078844051182,0.0018883957046982973,north,south,1.0,10,True,1.0
608,quad,0.20359078844051182,0.0018883957046982973,north,south,2.0,8,True,1.0
608,quad,0.20359078844051182,0.0018883957046982973,north,south,4.0,8,True,1.0
610,grf,0.1053938173724226,0.0007980284212635084,east,north,1.0,7,True,1.0
610,grf,0.1053938173724226,0.0007980284212635084,east,north,2.0,6,True,1.0
608,quad,0.20359078844051182,0.0018883957046982973,north,south,8.0,7,True,1.0
608,quad,0.20359078844051182,0.0018883957046982973,north,south,16.0,6,True,1.0
610,grf,0.1053938173724226,0.0007980284212635084,east,north,4.0,5,True,1.0
610,grf,0.1053938173724226,0.0007980284212635084,east,north,8.0,5,True,1.0
610,grf,0.1053938173724226,0.0007980284212635084,east,north,16.0,4,True,1.0
607,blobs,1.9320563418019407,0.0013125173674760487,north,west,1.0,19,True,1.0
611,pins,0.2616055352285543,0.0019209873327305713,north,east,1.0,12,True,1.0
611,pins,0.2616055352285543,0.0019209873327305713,north,east,2.0,13,True,1.0
